2019-08-30 19:13:45,b'Nothing better than your @united flight getting grounded from ORD to Hong Kong because of one crazy individual. Giv\xe2\x80\xa6 https://t.co/B61CEJdypp'
2019-08-30 19:07:11,b'Digital technology is changing the industry! United Airlines thinks so \xf0\x9f\xa4\x94\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x92\xbb #technology #unitedairlines\xe2\x80\xa6 https://t.co/dqIbITbOmX'
2019-08-30 18:55:20,b'Tags: #unitedairlines #Boeing #737max #avgeeks #airlines #aviationdaily #airplane #aircraft #plane #planespotter\xe2\x80\xa6 https://t.co/uyxuZTgU6n'
2019-08-30 18:37:04,b'RT @sharanhilde: #unitedairlines we were just I formed that we are delayed until further notice as a flight attendant lost her mobile devic\xe2\x80\xa6'
2019-08-30 18:33:13,b'#unitedairlines we were just I formed that we are delayed until further notice as a flight attendant lost her mobil\xe2\x80\xa6 https://t.co/bkgMljkb1s'
2019-08-30 18:07:02,"b""Now your \xe2\x9c\x88\xef\xb8\x8f United MileagePlus miles don't expire https://t.co/fWQc0u4yMb\n\n@TravelLeisure #travel #UnitedAirlines\xe2\x80\xa6 https://t.co/acMdUwEWfq"""
2019-08-30 17:51:31,b'#UnitedAirlines Holdings said on Friday it is extending the cancellation of #Boeing737MAX flights by another month\xe2\x80\xa6 https://t.co/neW733fxlW'
2019-08-30 17:49:29,b'Florida crisis impacting #SFO #unitedAIRLINES 1848 can\xe2\x80\x99t get gate... 45 minutes waiting ...'
2019-08-30 17:47:48,b'#unitedAIRLINES flight 1848 still waiting for gate in SFO after 45 minutes. Crazy. https://t.co/IP6t4DJVw5'
2019-08-30 17:44:20,b'@Delta I work for #unitedairlines ticket counter I\xe2\x80\x99m trying to get an invite for an interview \xf0\x9f\x98\x98'
2019-08-30 17:39:02,b'#unitedAIRLINES flight 1848 at runway... waiting  30 minutes in SFO https://t.co/hYijjJJ57H'
2019-08-30 17:37:20,b'#unitedAIRLINES - SFO At standstill. On flight 1848 waiting more than 30 minutes for gate. #florida?'
2019-08-30 17:22:39,b'#unitedAIRLINES cousin stranded in fort Lauderdale airport trying to get home to Ireland only 20 years old staff no\xe2\x80\xa6 https://t.co/Kupbe5ZTF2'
2019-08-30 17:00:37,b'RT @Breaking24Seven: United Airlines removes B737 MAX from flights until December\n#unitedAIRLINES $UAL $B #boeing\nhttps://t.co/wEjMt9eslX'
2019-08-30 16:47:21,"b'RT @buckaplate: Just traveled overseas with United.  Compared to American Airlines, United is 5 stars better! Not 1 mis-step, not 1 late fl\xe2\x80\xa6'"
2019-08-30 16:45:00,b'United Airlines pulls Boeing 737 Max from schedules until Dec. 19 as cancellations pile up #UnitedAirlines #Boeing\xe2\x80\xa6 https://t.co/sZYfpE8frX'
2019-08-30 16:09:45,b'RT @Breaking24Seven: United Airlines removes B737 MAX from flights until December\n#unitedAIRLINES $UAL $B #boeing\nhttps://t.co/wEjMt9eslX'
2019-08-30 16:08:00,b'United Airlines removes B737 MAX from flights until December\n#unitedAIRLINES $UAL $B #boeing\nhttps://t.co/wEjMt9eslX'
2019-08-30 15:52:07,b'OUTSTANDING #CustomerService by @united #socialmedia team. Wouldn\xe2\x80\x99t be able to fly #UnitedAirlines without their he\xe2\x80\xa6 https://t.co/zTqTQF7iSc'
2019-08-30 15:43:58,"b""A boy with #autism wouldn't sit still on a #UnitedAirlines flight. So crew and passengers stepped in to help.\xe2\x80\xa6 https://t.co/QvXjbCfqZJ"""
2019-08-30 15:31:20,b'RT @shoestring911: #UnitedAirlines exercise held 12 days before 9/11 was so realistic that airline employees had to be reassured that the a\xe2\x80\xa6'
2019-08-30 15:26:40,b'Nightmare on United last week. Was stranded in another city and the @united  crew just left us there with no way ba\xe2\x80\xa6 https://t.co/KcXces6AnD'
2019-08-30 15:25:23,b'Nightmare on United last week. Was stranded in another city and the crew just left us there with no way back\xe2\x80\xa6 https://t.co/chfZL4iFkE'
2019-08-30 15:00:03,"b'Just traveled overseas with United.  Compared to American Airlines, United is 5 stars better! Not 1 mis-step, not 1\xe2\x80\xa6 https://t.co/ut8DXmwEbT'"
2019-08-30 14:47:18,b'#unitedairlines has had 3 delays this morning alone from mechanical issues #concernedpassenger #neverflyingunitedagain'
2019-08-30 14:37:18,b'RT @shoestring911: #UnitedAirlines exercise held 12 days before 9/11 was so realistic that airline employees had to be reassured that the a\xe2\x80\xa6'
2019-08-30 14:27:04,b'@emilia_suze Agreed! Well done #UnitedAirlines'
2019-08-30 14:24:54,b'RT @shoestring911: #UnitedAirlines exercise held 12 days before 9/11 was so realistic that airline employees had to be reassured that the a\xe2\x80\xa6'
2019-08-30 14:23:44,"b""RT @AIAA_UH: We also had a great time doing a rock, paper, scissors tournament! We're very excited for this semester and we look forward to\xe2\x80\xa6"""
2019-08-30 14:14:11,"b""RT @AIAA_UH: We also had a great time doing a rock, paper, scissors tournament! We're very excited for this semester and we look forward to\xe2\x80\xa6"""
2019-08-30 13:52:36,"b'@_eddie_rogers .@CarnivalCruise, the @united airlines of the seas... enjoy your vacation... because we know we will\xe2\x80\xa6 https://t.co/3PfxIaMERU'"
2019-08-30 13:33:12,b'just denied boarding to Mexico @UNITEDA1RLINES says Mexico requires a plastic green card  &amp; International coordinat\xe2\x80\xa6 https://t.co/jPpMjyDM7m'
2019-08-30 13:00:30,"b'In a move that (unsurprisingly) copies its rival, Delta, #unitedairlines announced that #mileageplus miles no longe\xe2\x80\xa6 https://t.co/VA1tJGlZax'"
2019-08-30 12:26:08,b'#UnitedAirlines is real trash this am.'
2019-08-30 11:24:26,"b'#United #Unitedairlines are you kidding me? Your #flightcrew provided first class service, yet you sully the experi\xe2\x80\xa6 https://t.co/9gJfmsNs7n'"
2019-08-30 10:49:43,b'This is a shit show. Could you not check your mechanical issues before the flight took off?\xe2\x80\xa6 https://t.co/3r1Z1wMBA1'
2019-08-30 10:19:25,"b'You can\xe2\x80\x99t order alcohol until 6 o\xe2\x80\x99clock, has to wait 13 mins to calm the nerves. Double fisting #partyplane\xe2\x80\xa6 https://t.co/8vzlTH1cKu'"
2019-08-30 08:04:12,b'#UnitedAirlines Launches Luxe-Focussed 767s to #Europe With More Business-Class Seats Than Economy\xe2\x80\xa6 https://t.co/OtWisBZLVg'
2019-08-30 07:38:12,b'RT @SPFZumwalt: Delighted that #UnitedAirlines will begin direct service between #IAD Washington DC- and #HanedaAirport next Spring.'
2019-08-30 07:21:22,b'RT @AndrewJOShaugh1: It is a much too complicated process to complain to @united who do not even have a category for complaint but rather \xe2\x80\x9c\xe2\x80\xa6'
2019-08-30 07:21:17,b'RT @AndrewJOShaugh1: #Luthansa #UnitedAirlines @united Arrived at Nuremberg airport to be told that my flight was canceled because I was \xe2\x80\x9ca\xe2\x80\xa6'
2019-08-30 07:06:33,b'RT @HeatherACody: @united That\xe2\x80\x99s a slow TAT! Especially considering I incurred extra costs. Legit bad experiences should be automatically a\xe2\x80\xa6'
2019-08-30 07:02:16,b'It is a much too complicated process to complain to @united who do not even have a category for complaint but rathe\xe2\x80\xa6 https://t.co/LcuIIDnspo'
2019-08-30 06:51:02,b'#Luthansa #UnitedAirlines @united Arrived at Nuremberg airport to be told that my flight was canceled because I was\xe2\x80\xa6 https://t.co/2FsUo4RQE2'
2019-08-30 06:00:22,"b'#UnitedAirlines flight UA350 MCI from ORD. Diverted to Wichita, KS due to bad weather. https://t.co/d5758EvgSg'"
2019-08-30 05:56:13,b'flight #UnitedAirlines UA350 Chicago to Kansas City diverted to Wichita due to bad weather.'
2019-08-30 05:49:05,b'True down to earth man! He did personalized speeches on our passengers phones! He was so nice to have taken the tim\xe2\x80\xa6 https://t.co/ucB5I4SSqH'
2019-08-30 05:40:15,b'Last time #UnitedAirlines departed on time was April 16th 2005. True Statement.'
2019-08-30 04:29:51,b'First US-Made Airbus A220 Now In Production in Alabama #airline #flights #UnitedAirlines https://t.co/sZTu9hsoHl'
2019-08-30 04:27:31,b'Untied Airlines #UnitedAirlines #deltaairlines #package #travel #flights #Ticket https://t.co/tFZBR76dgr'
2019-08-30 04:03:03,b'#UnitedAirlines never fly again with this company'
2019-08-30 03:44:31,"b""#unitedairlines thinks this is food. $8. I want my money back and maybe #unitedairlines wants it's dignity https://t.co/beBltwrEC1"""
2019-08-30 03:42:15,b'RT @PO70749689: @AmericanAir The WORST travel policy. I hope all of your customers can plan their vacations around a hurricane. I had to re\xe2\x80\xa6'
2019-08-30 03:41:46,"b'#unitedairlines #United I think you should pay ME $8 to eat this ""sandwich"" I\'m not fussy but this was foul. And u\xe2\x80\xa6 https://t.co/YgUaSRcvXU'"
2019-08-30 03:39:34,b'#UnitedAirlines you are the worst #NeverAgain'
2019-08-30 03:16:56,b'@AmericanAir The WORST travel policy. I hope all of your customers can plan their vacations around a hurricane. I h\xe2\x80\xa6 https://t.co/E8JeOjc3gB'
2019-08-30 03:13:38,b'Do NOT fly #americanarlines unless you can plan your vacation around a hurricane! Worst airline!!!! #unitedairlines\xe2\x80\xa6 https://t.co/xu5TiSRBOz'
2019-08-30 03:04:37,b'@united why have you changed so much? EVERY EFFING TIME I think you\xe2\x80\x99re gonna pull your shit together- you go and ou\xe2\x80\xa6 https://t.co/RKWZlu2Knd'
2019-08-30 02:57:21,b'#unitedairlines thanks for ending expiration dates for reward miles!'
2019-08-30 02:06:58,b'Cheapest Flight Tickets up to 50% discount #UnitedAirlines #packages #flights #airports https://t.co/dU6RWLGIXW 1-8\xe2\x80\xa6 https://t.co/NeonzhAouQ'
2019-08-30 02:06:24,b'Thanks #UnitedAirlines for being the worst part of our California holiday! \n#Discrimination &amp; more! https://t.co/7TkAzG17sF'
2019-08-30 01:50:42,"b""A boy with #autism wouldn't sit still on a #UnitedAirlines flight. So crew and passengers stepped in to help.\xe2\x80\xa6 https://t.co/SGuw0GOOjh"""
2019-08-30 01:39:28,"b""We also had a great time doing a rock, paper, scissors tournament! We're very excited for this semester and we look\xe2\x80\xa6 https://t.co/vwGU7pCMJH"""
2019-08-30 01:29:33,"b""\xe2\x80\x98He is a blessing': #UnitedAirlines crew, passengers befriend boy with #autism who didn't like seat https://t.co/csOqylKVzu"""
2019-08-30 01:22:50,b'If I had a bigger tush maybe the 7d seat wouldn\xe2\x80\x99t be a issue but I feel like I\xe2\x80\x99m sitting in the middle of a toilet\xe2\x80\xa6 https://t.co/BNFs06yLbf'
2019-08-30 01:21:10,"b'This is heartwarming \xe2\x9d\xa4\xef\xb8\x8f Kudos to #UnitedAirlines, their crew, and some really nice passengers. https://t.co/xnraKd8oAZ'"
2019-08-30 01:14:41,b'#UnitedAirlines no.750 bound to #SanDiego from #sanFransico broke down in SF and we have been waiting for 2 hours a\xe2\x80\xa6 https://t.co/ldJ7cxDsKz'
2019-08-30 01:11:04,b'#UnitedAirlines \nYou seriously need to improve your customer service. \n- stop discrimination. \n- start respecting m\xe2\x80\xa6 https://t.co/c5hwkIWEq3'
2019-08-30 00:59:36,b'Never thought I\xe2\x80\x99d travel enough to hit top #UnitedAirlines status. This job\xe2\x80\x99s taken me everywhere. Hope to get all\xe2\x80\xa6 https://t.co/uo4SnI3bVg'
2019-08-30 00:53:12,"b'And with that marathon, just hit #UnitedAirlines Premier 1K status! Was only Premier Gold at the beginning of this trip.'"
2019-08-30 00:46:51,b'THAT PILOT HAS 14 MINUTES TO PARALLEL PARK A JET WHILE KEEPING THE MAINTENANCE GUY VERY VERY FUCKING FAR AWAY FROM\xe2\x80\xa6 https://t.co/UIW8OmxeNq'
2019-08-30 00:43:10,b'FUN REMINDER HULK SOME WEIRD FIRM OF DIABETIC THAT IS DEFINATELY TIED TO EMOTIONS.. HULK IS ROCKING HIGH NUMBERS RIGHT NOW #UnitedAirlines'
2019-08-30 00:33:17,"b'AND NOW HULK HERE UNTIL AT LEAST 930,  THIS IS THE ABSOLUTE WORST TRIP IN HULK LIFE #UnitedAirlines, UR NOT A PLANE\xe2\x80\xa6 https://t.co/KU7kiJO56x'"
2019-08-30 00:22:54,"b""AND THEY FOUND A PLANE A GAME DEV HASN'T FONDLED YET... ANOTHER 4 HOURS TILL I'M FUCKING HOME #UnitedAirlines"""
2019-08-30 00:15:57,"b'#UnitedAirlines blaming their late flights already on weather in Florida ...newsflash , the storm isn\xe2\x80\x99t there till\xe2\x80\xa6 https://t.co/xsJbEnVtie'"
2019-08-30 00:14:47,b'@andypuddicombe @Headspace I just LOVE LOVE LOVE your APP #headspace and your voice consistently puts me into a res\xe2\x80\xa6 https://t.co/2EvPFL4WGU'
2019-08-30 00:09:45,b'THAT AND CALLING ICE! ESPECIALLY THAT LAST ONE! #UnitedAirlines'
2019-08-30 00:08:56,"b""REMEMBER KIDS, FRIENDS DON'T LET FRIENDS FUCK JET ENGINES #UnitedAirlines"""
2019-08-30 00:07:14,b'Attention all! @united is taking advantage of those who want to be safe and fly home early to avoid this hurricane!\xe2\x80\xa6 https://t.co/7Xjo6pjqNA'
2019-08-30 00:02:47,"b""NOW THERE'S SOME MECHANICAL PART IN THE PLANE BROKEN AND THEIR HOPING TO FIND ANOTHER PLANE THE MAINTENANCE GUY HAS\xe2\x80\xa6 https://t.co/GcTwauf8Uh"""
2019-08-30 00:01:00,"b'Flew with #UnitedAirlines, highly recommend, they have amazing offers \xe2\x9c\x88\xef\xb8\x8f . So finally again in the Land of The Free\xe2\x80\xa6 https://t.co/g6nTW0px1Z'"
